date,ticker,open,high,low,close,adj_close,volume,target,tenmda,twentymda,fiftymda,hundredmda,EWMA_20,EWMA_50,EWMA_100,rsi,MiddleBand,UpperBand,LowerBand,sent_score
2016-01-04,NFLX,109.0,110.0,105.20999908447266,109.95999908447266,109.95999908447266,20794800,107.66000366210938,116.36599960327149,119.86849975585938,116.45279968261718,111.49080001831055,117.99045633665108,116.43272457136693,111.49427651005678,36.591307728069005,119.21099948883057,131.31987668654767,107.10212229111345,0.0
2016-01-05,NFLX,110.44999694824219,110.58000183105469,105.8499984741211,107.66000366210938,107.66000366210938,17664600,117.68000030517578,115.33000030517579,118.70500030517579,116.6595997619629,111.36230003356934,117.00660370098043,116.08869610121357,111.41829245428661,34.006541509172365,119.0649995803833,131.59005219255974,106.53994696820686,-0.2054
2016-01-06,NFLX,105.29000091552734,117.91000366210938,104.95999908447266,117.68000030517578,117.68000030517578,33045700,114.55999755859375,115.43500061035157,118.321000289917,117.01239974975586,111.30180000305175,117.07073671090379,116.15110022236018,111.54237928839244,50.43349203771884,119.15549964904785,131.58412979367148,106.72686950442424,0.888
2016-01-07,NFLX,116.36000061035156,122.18000030517578,112.29000091552734,114.55999755859375,114.55999755859375,33636700,111.38999938964844,115.26700057983399,117.7,117.24279968261719,111.2134999847412,116.83161869639807,116.08870400611633,111.60217785582932,46.548139164981635,119.2729995727539,131.42693044981473,107.11906869569307,0.0
2016-01-08,NFLX,116.33000183105469,117.72000122070312,111.0999984741211,111.38999938964844,111.38999938964844,18067100,114.97000122070312,114.59000015258789,117.05950012207032,117.40919967651367,111.07379997253418,116.3133692386124,115.90444098535326,111.59797328678457,42.929417794119296,119.24024963378906,131.47364350528414,107.006855762294,0.9676
2016-01-11,NFLX,112.12999725341797,116.79000091552734,111.19999694824219,114.97000122070312,114.97000122070312,21920400,116.58000183105469,114.35400009155273,116.6625,117.59259963989258,110.98299995422363,116.18542942738294,115.86779627061964,111.66479308732904,47.85932133183289,119.29299964904786,131.4313534262141,107.15464587188163,0.128
2016-01-12,NFLX,116.11000061035156,117.77999877929688,115.08000183105469,116.58000183105469,116.58000183105469,15133500,106.55999755859375,114.30100021362304,116.54599990844727,117.82179962158203,110.92819999694824,116.22300775154216,115.89572591368082,111.76219106253181,49.95310002163376,119.48449974060058,131.1852808766689,107.78371860453225,0.0
2016-01-13,NFLX,114.43000030517578,114.4800033569336,104.52999877929688,106.55999755859375,106.55999755859375,24921600,107.05999755859375,113.04499969482421,115.84049987792969,117.78539962768555,110.86889999389649,115.30272106649944,115.52961875261472,111.65910770992271,39.35975665037742,119.55724964141845,130.88434646167636,108.23015282116053,0.34
2016-01-14,NFLX,105.6500015258789,109.25,101.20999908447266,107.05999755859375,107.05999755859375,23664800,104.04000091552734,112.07999954223632,115.26349983215331,117.77379959106446,110.89989997863769,114.51769978003223,115.19747659965947,111.56797589245484,40.04303401465953,119.44999961853027,131.1703202510713,107.72967898598924,-0.6754
2016-01-15,NFLX,102.43000030517578,105.5,101.72000122070312,104.04000091552734,104.04000091552734,19775100,107.88999938964844,111.04599990844727,114.33349990844727,117.65979965209961,110.97150001525878,113.51982369769843,114.75992834965113,111.41881028870388,37.30860737910244,119.12349967956543,131.80095451029402,106.44604484883683,-0.6697
