date,ticker,open,high,low,close,adj_close,volume,target,tenmda,twentymda,fiftymda,hundredmda,EWMA_20,EWMA_50,EWMA_100,rsi,MiddleBand,UpperBand,LowerBand,sent_score
2016-01-04,MSFT,54.31999969482422,54.79999923706055,53.38999938964844,54.79999923706055,49.00794982910156,53778000,55.04999923706055,55.488999938964845,55.444000244140625,54.40059997558594,49.64029998779297,55.27194596521341,53.74567045321783,52.015646584800436,48.91259326946959,54.735499954223634,56.657357999934014,52.813641908513254,1.5528000000000002
2016-01-05,MSFT,54.93000030517578,55.38999938964844,54.540000915527344,55.04999923706055,49.23151779174805,34079700,54.04999923706055,55.580999755859374,55.40100021362305,54.54099998474121,49.72339996337891,55.25080770925591,53.79753817929622,52.08374422110625,50.544403265154436,54.75224990844727,56.67307523303477,52.831424583859764,0.0
2016-01-06,MSFT,54.31999969482422,54.400001525878906,53.63999938964844,54.04999923706055,48.33721923828125,39518900,52.16999816894531,55.502999496459964,55.31300010681152,54.56459999084473,49.79659996032715,55.13644268556254,53.807571984512286,52.12775516610588,44.43095731809525,54.73049993515015,56.66319835079491,52.79780151950539,1.4242
2016-01-07,MSFT,52.70000076293945,53.4900016784668,52.06999969482422,52.16999816894531,46.65591812133789,56564900,52.33000183105469,55.18499946594238,55.13199996948242,54.522999954223636,49.8482999420166,54.853918992506614,53.74252266123507,52.12869826252754,35.690916146681204,54.68074989318848,56.76982028255922,52.59167950381773,0.4588
2016-01-08,MSFT,52.369998931884766,53.279998779296875,52.150001525878906,52.33000183105469,46.79899978637695,48754000,52.29999923706055,54.83599967956543,54.99950008392334,54.49580001831055,49.89839996337891,54.61354195149388,53.68644156473271,52.13318115390123,36.829844136946,54.651249980926515,56.839133739163294,52.463366222689736,0.0
2016-01-11,MSFT,52.5099983215332,52.849998474121094,51.459999084472656,52.29999923706055,46.772178649902344,36943800,52.779998779296875,54.498999786376956,54.851000022888186,54.462200012207035,49.948699951171875,54.39320125096431,53.631422661964784,52.13688693396672,36.698597863579266,54.617499923706056,56.90799227919677,52.32700756821534,0.0
2016-01-12,MSFT,52.7599983215332,53.099998474121094,52.060001373291016,52.779998779296875,47.20145034790039,36095500,51.63999938964844,54.181999588012694,54.78699989318848,54.45059997558594,50.010399932861326,54.239560838966646,53.597650970174506,52.15113895784949,40.36034955448504,54.60399990081787,56.93192573197867,52.276074069657064,0.6249
2016-01-13,MSFT,53.79999923706055,54.06999969482422,51.29999923706055,51.63999938964844,46.18193054199219,66883600,53.11000061035156,53.690999603271486,54.611999893188475,54.430599975585935,50.07019992828369,53.991980523540256,53.52003567448132,52.1398382351919,35.1585355748951,54.573999881744385,57.02296996265578,52.12502980083299,1.8518
2016-01-14,MSFT,52.0,53.41999816894531,51.56999969482422,53.11000061035156,47.49657440185547,52381900,50.9900016784668,53.37099952697754,54.507499885559085,54.42799995422363,50.170599937438965,53.90798150506505,53.50378596599352,52.161238070115246,45.00193423462579,54.55749988555908,57.037391730917946,52.07760804020022,0.0
2016-01-15,MSFT,51.310001373291016,51.970001220703125,50.34000015258789,50.9900016784668,45.60064697265625,71820700,50.560001373291016,52.92199974060058,54.25049991607666,54.36479995727539,50.26369995117187,53.630075876117004,53.40420584083361,52.13546109911248,36.416006836648684,54.507999897003174,57.18879677905743,51.82720301494892,0.0
2016-01-19,MSFT,51.47999954223633,51.68000030517578,50.060001373291016,50.560001373291016,45.21608352661133,43564500,50.790000915527344,52.49799995422363,53.99349994659424,54.287999954223636,50.36459995269775,53.33768517397116,53.291581390721916,52.10086417607761,34.959092598116584,54.425749969482425,57.37755386289286,51.47394607607199,-3.5727
2016-01-20,MSFT,49.97999954223633,51.380001068115234,49.099998474121094,50.790000915527344,45.42177963256836,63273000,50.47999954223633,52.072000122070314,53.826499938964844,54.21619995117187,50.4453999710083,53.09504658508308,53.192561966293425,52.07213974718197,36.424222846684245,54.34700002670288,57.51232223045159,51.18167782295417,0.0
2016-01-21,MSFT,51.0,51.58000183105469,50.29999923706055,50.47999954223633,45.1445426940918,40191200,52.290000915527344,51.71500015258789,53.60899982452393,54.1273999786377,50.511199951171875,52.845992635040716,53.08523069396484,52.03732528795836,35.27096012363752,54.254250049591064,57.64764894094037,50.86085115824176,0.0
2016-01-22,MSFT,51.40999984741211,52.33000183105469,51.2599983215332,52.290000915527344,46.76323699951172,37555800,51.790000915527344,51.7270004272461,53.45599994659424,54.09,50.59479995727539,52.79304068669432,53.05377595442931,52.04283902477395,46.01795956609104,54.206750106811526,57.656561219915304,50.75693899370775,-0.3089
2016-01-25,MSFT,51.939998626708984,52.650001525878906,51.650001525878906,51.790000915527344,46.31607437133789,34707700,52.16999816894531,51.67300033569336,53.254500007629396,54.055600051879885,50.67749996185303,52.69751250834385,53.00380516520401,52.03733286165405,43.851986194135684,54.145250129699704,57.67859581223508,50.61190444716433,0.0
2016-01-26,MSFT,51.790000915527344,52.439998626708984,51.54999923706055,52.16999816894531,46.65591812133789,28900800,51.220001220703125,51.660000228881835,53.07950000762939,54.02599998474121,50.780999946594235,52.64727277094667,52.970846413155556,52.04021627449222,45.9347457758443,54.107250118255614,57.69298811456951,50.52151212194172,0.0
2016-01-27,MSFT,52.0099983215332,52.20000076293945,51.02000045776367,51.220001220703125,45.806331634521484,36775200,52.060001373291016,51.50400047302246,52.84300003051758,53.984000015258786,50.85959995269776,52.51134147024463,52.90166055339105,52.02242370266419,41.76382931721983,54.0395001411438,57.73956218998977,50.339438092297826,0.5859
2016-01-28,MSFT,51.86000061035156,52.209999084472656,51.25,52.060001373291016,46.55754852294922,62513800,55.09000015258789,51.54600067138672,52.6185001373291,53.96840003967285,50.945199966430664,52.46835650544784,52.86841178309806,52.02323732066806,46.398402511640164,53.98225021362305,57.73311856916459,50.231381858081505,0.7235999999999999
2016-01-29,MSFT,54.72999954223633,55.09000015258789,54.0,55.09000015258789,49.26728820800781,83611700,54.709999084472656,51.744000625610354,52.55750007629395,53.994800033569334,51.06999996185303,52.71803787054213,52.95614777493378,52.08951515863977,59.05608225447347,53.97900018692017,57.72569159183464,50.232308782005695,0.0
2016-02-01,MSFT,54.880001068115234,55.09000015258789,54.5,54.709999084472656,48.927452087402344,44208500,53.0,52.11600036621094,52.51900005340576,54.02959999084473,51.17819995880127,52.90774916199603,53.02539251402688,52.14604586576419,57.23078695676229,53.966500186920165,57.69965437426296,50.23334599957737,0.0
2016-02-02,MSFT,54.16999816894531,54.2599983215332,52.650001525878906,53.0,47.398197174072266,56313800,52.15999984741211,52.36000022888184,52.42900009155274,54.0126000213623,51.277499961853025,52.916534985407665,53.024390245086025,52.16443533368844,49.775268382738034,53.93650016784668,57.68122489313309,50.19177544256027,0.4019
2016-02-03,MSFT,53.25,53.38999938964844,51.2599983215332,52.15999984741211,46.64697265625,57559800,52.0,52.49700012207031,52.28450012207031,53.977000045776364,51.36619995117187,52.844483802364884,52.99028056702629,52.16433998294378,46.56614375285879,53.84275016784668,57.572513778530684,50.11298655716268,2.3955
2016-02-04,MSFT,52.099998474121094,52.810001373291016,51.369998931884766,52.0,46.5038948059082,46987100,50.15999984741211,52.64900016784668,52.182000160217285,53.93320007324219,51.45139995574951,52.76405655388626,52.95121272402808,52.160813104715864,45.958341634443194,53.74750013351441,57.465734204050015,50.0292660629788,0.5464
2016-02-05,MSFT,51.939998626708984,52.0,49.560001373291016,50.15999984741211,44.85837936401367,62009000,49.40999984741211,52.43600006103516,52.08150024414063,53.85260009765625,51.52259994506836,52.51605054037236,52.84112172090138,52.117945034226366,39.5629952369296,53.606750106811525,57.4324694920156,49.78103072160745,0.0
2016-02-08,MSFT,49.54999923706055,49.56999969482422,48.189998626708984,49.40999984741211,44.1876335144043,59290500,49.279998779296875,52.19799995422363,51.935500144958496,53.755800094604496,51.576899948120115,52.220235527237755,52.70582205003196,52.06002046511447,37.28544906899486,53.46750011444092,57.488643366246706,49.44635686263513,0.0
2016-02-09,MSFT,49.02000045776367,50.2400016784668,48.66999816894531,49.279998779296875,44.071380615234375,46740500,49.709999084472656,51.90900001525879,51.78450012207031,53.66760009765625,51.626699943542484,51.94021241333036,52.57076067955556,52.00064845600736,36.889038069506356,53.31775007247925,57.50616742481334,49.12933272014516,0.0
2016-02-10,MSFT,49.88999938964844,50.38999938964844,49.52000045776367,49.709999084472656,44.455928802490234,38237000,49.689998626708984,51.75799980163574,51.6310001373291,53.58320007324219,51.681299934387205,51.72781075515109,52.45800012924736,51.951803748943966,39.19193258825767,53.20900001525879,57.54175606825534,48.87624396226224,0.0
2016-02-11,MSFT,48.68000030517578,50.11000061035156,48.5099983215332,49.689998626708984,44.438045501708984,48878600,50.5,51.52099952697754,51.53350009918213,53.490000076293946,51.743399925231934,51.53373308819078,52.34891771586931,51.90364737462668,39.12042885638081,53.0727499961853,57.498161532892524,48.64733845947808,0.9534
2016-02-12,MSFT,50.25,50.68000030517578,49.75,50.5,45.16242599487305,34243300,51.09000015258789,51.06199951171875,51.403000068664554,53.39560005187988,51.80729991912842,51.43528217037848,52.276068928178084,51.87380658094924,43.607700263476595,52.95524997711182,57.39848975623157,48.51201019799207,0.0
2016-02-16,MSFT,50.900001525878906,51.09000015258789,50.130001068115234,51.09000015258789,46.018123626708984,37291200,52.41999816894531,50.69999961853027,51.407999992370605,53.313200073242186,51.87919990539551,51.402398124106554,52.229345549174674,51.857167525999095,46.68997060751764,52.829249954223634,57.18818742298035,48.47031248546692,0.2732
2016-02-17,MSFT,51.4900016784668,52.77000045776367,51.45000076293945,52.41999816894531,47.216087341308594,40789000,52.189998626708984,50.64199943542481,51.50099983215332,53.2776000213623,51.96469989776611,51.4993125329562,52.23685468463407,51.86909857061901,52.93497525399908,52.74724988937378,57.00690668298539,48.487593095762165,-0.0772
2016-02-18,MSFT,52.33000183105469,52.95000076293945,52.099998474121094,52.189998626708984,47.008907318115234,27176000,51.81999969482422,50.64499931335449,51.570999717712404,53.20319999694824,52.047499885559084,51.56509223392745,52.23500950462304,51.8758916164382,51.80477780941222,52.69874982833862,56.9379445862286,48.45955507044864,-0.3818
